item,feedfieldname,title,description,datatypecode,filecode,tablecode,heirarchycode,units,polarity,includedinscores,pillaritem,catitem,reglicflag,valuescoreexists,asrepexists,sourceexists
409,SupermajorityVoteRequirement,Supermajority Vote Requirement,"Does the company have a supermajority vote requirement or qualified majority (for amendments of charters and bylaws or lock-in provisions)?  - this refers to the amendment of company charters (bylaws, certificate of incorporation, article of association, memorandum, constitution, etc.) through a supermajority vote - consider when the amendment of the charter(s) need a supermajority vote (percentage of share votes which is greater than just the 50% requirement) - include if the amendment of the charter(s) needs an absolute majority, qualified majority or a special resolution - consider if the amendment of the charter(s) need the approval of special shares such as founder shares, golden shares, etc. - when the amendment of the charter(s) need a simple majority voting or an ordinary resolution, grade false - supermajority votes are any votes which are over and above the simple majority requirement of more than 50% of shares",1,4,5,1,Y/N,Negative,,5,15,,N,N,Y
410,UnlimitedAuthorizedCapitalOrBlankCheck,Unlimited Authorized Capital or Blank Check,"Does the company have unlimited authorized capital or a blank check? - consider if board of directors is authorized to issue an unlimited amount of new shares without shareholder approval - consider if board of directors is authorized to create new classes of shares such as preferred stocks, (blank checks) without shareholder approval",1,4,5,1,Y/N,Negative,,5,15,,N,N,Y
411,VetoPowerOrGoldenShare,Veto Power or Golden share,"Does the biggest owner (by voting power) hold the veto power or own golden shares? - if the biggest owner or shareholder holds more than 50% of voting shares, its a golden share - multiple voting rights per share are to be considered to arrive at the percentage of voting shares",1,4,5,1,Y/N,Negative,TRESG,5,15,,Y,N,Y
412,VotingCap,Voting Cap,"Does the company have shares with a voting cap (ceilings) clause, ownership ceilings or control share acquisition provision? - shareholders have a share ownership limit or when there is a limit on the percentage of shares over which full voting rights cannot be exercised",1,4,5,1,Y/N,Negative,,5,15,,N,N,Y
413,VotingCapPercentage,Voting Cap Percentage,The percentage of maximum voting rights allowed or ownership rights. - limitation or cap on voting rights as reported in annual reports and bylaws  - if shareholders have a share ownership limit or limit on a certain percentage of shares over which full voting rights cannot be exercised   - when there is no voting cap the percentage is 100%,3,4,5,1,Percentage,Positive,TRESG,5,15,,Y,Y,Y
414,WrittenConsentRequirements,Written Consent Requirements,Does the company permit actions to be taken without meeting by written consent? - consider when shareholders have the right to act through written consent without a meeting,1,4,5,1,Y/N,Positive,,5,15,,N,N,Y
415,AccountingControversies,Accounting Controversies,Is the company under the spotlight of the media because of a controversy linked to aggressive or non-transparent accounting issues?,1,4,6,2,Y/N,Negative,,5,15,,N,N,N
416,AntiTakeoverDevicesAboveTwo,Anti Takeover Devices Above Two,The number of anti-takeover devices in place in excess of two.,4,4,6,2,Number,Negative,TRESG,5,15,,Y,N,N
417,EqualShareholderRights,Equal Shareholder Rights,Does the company treat all shareholders equally?,1,4,6,2,Y/N,Positive,TRESG,5,15,,Y,N,N
418,InsiderDealingsControversies,Insider Dealings Controversies,Is the company under the spotlight of the media because of a controversy linked to insider dealings and other share price manipulations?,1,4,6,2,Y/N,Negative,,5,15,,N,N,N
419,LitigationExpensesToRevenues,Litigation Expenses To Revenues in million,Total of all litigation expenses incurred as reported by the company divided by net sales or revenue in million.,3,4,6,2,(Local Reporting Currency/ Local Revenue) * 1000000,Negative,TRESG,5,15,,Y,N,N
420,NonAuditToAuditFeesRatio,Non-audit to Audit Fees Ratio,All non-audit fees divided by the audit and audit-related fees paid to the group auditor.,3,4,6,2,Ratio,Negative,TRESG,5,15,,Y,N,N
421,ShareholderRightsPolicy,Shareholder Rights Policy,"Does the company have a policy for ensuring equal treatment of minority shareholders, facilitating shareholder engagement or limiting the use of anti-takeover devices?",1,4,6,2,Y/N,Positive,TRESG,5,15,,Y,N,N
422,AccidentsTotal,Accidents Total,"Number of injuries and fatalities reported by employees and contractors while working for the company. - accident total =total working hours*total injury rate/1,000,000 - total working hours= total number of employees + contractors* 2,000 - injuries include all work-related deaths, illnesses, minor & major injuries, lost time & non-lost time accidents, medical treatment injuries (MTI), recordable incidents and commuting accidents - total injuries include both employees and contractors injuries  - if the company doesnt report on contractors health and safety, then the total injuries employees are equal to total injuries - information on only the number of lost time accidents and first aid cases are not considered",3,1,3,1,Number,Negative,,6,10,3,N,Y,Y
423,AnnouncedLayOffs,Announced Layoffs,Total number of announced layoffs by the company.,4,1,3,1,Number,Negative,,6,10,,N,Y,Y
424,AsianMinoritiesEmployeesPercent,Asian - Ethnic Minorities Employees Percentage,Percentage of employees for U.S. operations who are Asian,3,1,3,1,Percentage,Positive,,6,10,,N,Y,Y
425,AsianMinoritiesManagersPercent,Asian - Ethnic Minorities Managers Percentage,Percentage of managers for U.S. operations who are Asian,3,1,3,1,Percentage,Positive,,6,10,,N,Y,Y
426,AverageEmployeeLengthOfService,Average Employee Length of Service,"Average Length of service of employees in years. -consider the average length of time in years employees stay in their job -retention rate, only board member / senior management tenure is not considered",3,1,3,1,Number,Positive,,6,10,,N,Y,Y
427,AverageTrainingHours,Average Training Hours,"Average hours of training per year per employee. - if the company has reported the total training hours, divide the value by total number of employees and not employees trained only - consider only employee average training hours - include all types of training given to general employees (such as health & safety, environmental, emergency response, skills & career development training) - if the value is given in days, multiply by 8, assuming that 1 day = 8 hours worked",3,1,3,1,Hours,Positive,"TRESG , D&I",6,10,,Y,Y,Y
428,BbbeeLevel,BBBEE Level,Level of broad-based black economic empowerment (BBBEE) for the South African companies where level 1 is highest and level 8 is lowest.,4,1,3,1,Number,Positive,,6,10,,N,Y,Y
429,BlackOrAfricanAmericanMinoritiesEmployeesPercent,Black or African American - Ethnic Minorities Employees Percentage,Percentage of employees for U.S. operations who are Black or African American,3,1,3,1,Percentage,Positive,,6,10,,N,Y,Y
430,BlackOrAfricanAmericanMinoritiesManagersPercent,Black or African American - Ethnic Minorities Managers Percentage,Percentage of managers for U.S. operations who are Black or African American,3,1,3,1,Percentage,Positive,,6,10,,N,Y,Y
